25210.0, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
25220.0, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
25230.0, {'247379907': -1, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
25240.0, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': -2, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -1}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
25250.0, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': -4, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -6}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 4, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, 
25260.0, {'247379907': -4, '252017285': 0, '256201389': 0, '26110729': -4, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -9}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 4, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, 
25270.0, {'247379907': -5, '252017285': -1, '256201389': 0, '26110729': -6, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -11}, {'247379907': 7, '252017285': 1, '256201389': 0, '26110729': 4, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 7, '252017285': 2, '256201389': 0, '26110729': 6, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, 
25280.0, {'247379907': -5, '252017285': 0, '256201389': 0, '26110729': -7, '280120513': 0, '32319828': 0, '62426694': -3, 'cluster_1098574052_1098574061_247379905': -11}, {'247379907': 7, '252017285': 3, '256201389': 0, '26110729': 5, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 7, '252017285': 4, '256201389': 0, '26110729': 7, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 11}, 
25290.0, {'247379907': -3, '252017285': 4, '256201389': 0, '26110729': -10, '280120513': 0, '32319828': 0, '62426694': -4, 'cluster_1098574052_1098574061_247379905': -11}, {'247379907': 8, '252017285': 0, '256201389': 0, '26110729': 5, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 8, '252017285': 0, '256201389': 0, '26110729': 10, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 11}, 
25300.0, {'247379907': -3, '252017285': 4, '256201389': 0, '26110729': -10, '280120513': 0, '32319828': 0, '62426694': -4, 'cluster_1098574052_1098574061_247379905': -12}, {'247379907': 8, '252017285': 0, '256201389': 0, '26110729': 5, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 8, '252017285': 0, '256201389': 0, '26110729': 10, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 12}, 
25310.0, {'247379907': -2, '252017285': 5, '256201389': 0, '26110729': -11, '280120513': 0, '32319828': 0, '62426694': -4, 'cluster_1098574052_1098574061_247379905': -14}, {'247379907': 8, '252017285': 0, '256201389': 0, '26110729': 5, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 8, '252017285': 0, '256201389': 0, '26110729': 11, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 14}, 
25320.0, {'247379907': -3, '252017285': 5, '256201389': 0, '26110729': -11, '280120513': 0, '32319828': 0, '62426694': -3, 'cluster_1098574052_1098574061_247379905': -15}, {'247379907': 9, '252017285': 1, '256201389': 0, '26110729': 5, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 9, '252017285': 1, '256201389': 0, '26110729': 11, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 15}, 
25330.0, {'247379907': -5, '252017285': 2, '256201389': 0, '26110729': -11, '280120513': 0, '32319828': 0, '62426694': -2, 'cluster_1098574052_1098574061_247379905': -15}, {'247379907': 11, '252017285': 2, '256201389': 0, '26110729': 5, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 11, '252017285': 4, '256201389': 0, '26110729': 11, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 15}, 
25340.0, {'247379907': -6, '252017285': 3, '256201389': 0, '26110729': -12, '280120513': 0, '32319828': 0, '62426694': -2, 'cluster_1098574052_1098574061_247379905': -16}, {'247379907': 12, '252017285': 2, '256201389': 0, '26110729': 5, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 12, '252017285': 4, '256201389': 0, '26110729': 12, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 16}, 
25350.0, {'247379907': -5, '252017285': 7, '256201389': -1, '26110729': -13, '280120513': 1, '32319828': 0, '62426694': -5, 'cluster_1098574052_1098574061_247379905': -18}, {'247379907': 12, '252017285': 2, '256201389': 1, '26110729': 5, '280120513': 0, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 12, '252017285': 4, '256201389': 1, '26110729': 13, '280120513': 0, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 18}, 
25360.0, {'247379907': -3, '252017285': 12, '256201389': -1, '26110729': -16, '280120513': 1, '32319828': 0, '62426694': -7, 'cluster_1098574052_1098574061_247379905': -19}, {'247379907': 13, '252017285': 0, '256201389': 1, '26110729': 7, '280120513': 0, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 13, '252017285': 0, '256201389': 1, '26110729': 16, '280120513': 0, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 19}, 
25370.0, {'247379907': -4, '252017285': 13, '256201389': -1, '26110729': -16, '280120513': 1, '32319828': 0, '62426694': -8, 'cluster_1098574052_1098574061_247379905': -19}, {'247379907': 13, '252017285': 0, '256201389': 1, '26110729': 7, '280120513': 0, '32319828': 0, '62426694': 8, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 14, '252017285': 0, '256201389': 1, '26110729': 16, '280120513': 0, '32319828': 0, '62426694': 8, 'cluster_1098574052_1098574061_247379905': 19}, 
25380.0, {'247379907': -4, '252017285': 14, '256201389': -1, '26110729': -16, '280120513': 1, '32319828': 0, '62426694': -9, 'cluster_1098574052_1098574061_247379905': -19}, {'247379907': 13, '252017285': 0, '256201389': 1, '26110729': 7, '280120513': 0, '32319828': 0, '62426694': 9, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 14, '252017285': 0, '256201389': 1, '26110729': 16, '280120513': 0, '32319828': 0, '62426694': 9, 'cluster_1098574052_1098574061_247379905': 19}, 
25390.0, {'247379907': -6, '252017285': 15, '256201389': -1, '26110729': -16, '280120513': 1, '32319828': 1, '62426694': -9, 'cluster_1098574052_1098574061_247379905': -21}, {'247379907': 15, '252017285': 1, '256201389': 1, '26110729': 7, '280120513': 0, '32319828': 0, '62426694': 9, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 16, '252017285': 1, '256201389': 1, '26110729': 16, '280120513': 0, '32319828': 0, '62426694': 9, 'cluster_1098574052_1098574061_247379905': 21}, 
25400.0, {'247379907': -7, '252017285': 16, '256201389': -1, '26110729': -17, '280120513': 1, '32319828': 1, '62426694': -10, 'cluster_1098574052_1098574061_247379905': -21}, {'247379907': 16, '252017285': 1, '256201389': 1, '26110729': 7, '280120513': 0, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 17, '252017285': 1, '256201389': 1, '26110729': 17, '280120513': 0, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 21}, 
25410.0, {'247379907': -7, '252017285': 16, '256201389': -1, '26110729': -18, '280120513': 1, '32319828': 1, '62426694': -10, 'cluster_1098574052_1098574061_247379905': -22}, {'247379907': 16, '252017285': 1, '256201389': 1, '26110729': 7, '280120513': 0, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 17, '252017285': 1, '256201389': 1, '26110729': 18, '280120513': 0, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 22}, 
25420.0, {'247379907': -7, '252017285': 17, '256201389': -1, '26110729': -18, '280120513': 0, '32319828': 1, '62426694': -9, 'cluster_1098574052_1098574061_247379905': -23}, {'247379907': 16, '252017285': 1, '256201389': 1, '26110729': 7, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 17, '252017285': 1, '256201389': 1, '26110729': 18, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 23}, 
25430.0, {'247379907': -7, '252017285': 16, '256201389': -1, '26110729': -18, '280120513': 0, '32319828': 1, '62426694': -9, 'cluster_1098574052_1098574061_247379905': -22}, {'247379907': 16, '252017285': 1, '256201389': 1, '26110729': 7, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 17, '252017285': 2, '256201389': 1, '26110729': 18, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 23}, 
25440.0, {'247379907': -7, '252017285': 16, '256201389': -1, '26110729': -18, '280120513': 0, '32319828': 1, '62426694': -9, 'cluster_1098574052_1098574061_247379905': -22}, {'247379907': 16, '252017285': 1, '256201389': 1, '26110729': 7, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 17, '252017285': 2, '256201389': 1, '26110729': 18, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 23}, 
25450.0, {'247379907': -7, '252017285': 16, '256201389': -1, '26110729': -18, '280120513': 0, '32319828': 1, '62426694': -9, 'cluster_1098574052_1098574061_247379905': -22}, {'247379907': 16, '252017285': 1, '256201389': 1, '26110729': 7, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 17, '252017285': 2, '256201389': 1, '26110729': 18, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 23}, 
25460.0, {'247379907': -7, '252017285': 16, '256201389': -1, '26110729': -18, '280120513': 0, '32319828': 1, '62426694': -9, 'cluster_1098574052_1098574061_247379905': -22}, {'247379907': 16, '252017285': 1, '256201389': 1, '26110729': 7, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 17, '252017285': 2, '256201389': 1, '26110729': 18, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 23}, 
25470.0, {'247379907': -7, '252017285': 16, '256201389': -1, '26110729': -18, '280120513': 0, '32319828': 1, '62426694': -9, 'cluster_1098574052_1098574061_247379905': -22}, {'247379907': 16, '252017285': 1, '256201389': 1, '26110729': 7, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 17, '252017285': 2, '256201389': 1, '26110729': 18, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 23}, 
25480.0, {'247379907': -7, '252017285': 17, '256201389': -1, '26110729': -19, '280120513': 0, '32319828': 1, '62426694': -9, 'cluster_1098574052_1098574061_247379905': -23}, {'247379907': 16, '252017285': 1, '256201389': 1, '26110729': 7, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 17, '252017285': 2, '256201389': 1, '26110729': 19, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 24}, 
25490.0, {'247379907': -7, '252017285': 17, '256201389': -1, '26110729': -21, '280120513': 0, '32319828': 1, '62426694': -9, 'cluster_1098574052_1098574061_247379905': -23}, {'247379907': 16, '252017285': 1, '256201389': 1, '26110729': 9, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 17, '252017285': 2, '256201389': 1, '26110729': 21, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 24}, 
25500.0, {'247379907': -7, '252017285': 18, '256201389': -1, '26110729': -22, '280120513': 0, '32319828': 1, '62426694': -9, 'cluster_1098574052_1098574061_247379905': -24}, {'247379907': 16, '252017285': 1, '256201389': 1, '26110729': 10, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 17, '252017285': 2, '256201389': 1, '26110729': 22, '280120513': 1, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': 25}, 
