25210.0, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
25220.0, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
25230.0, {'247379907': 0, '252017285': -2, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
25240.0, {'247379907': 0, '252017285': -2, '256201389': 1, '26110729': 0, '280120513': -1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 0, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 0, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
25250.0, {'247379907': -2, '252017285': -2, '256201389': 1, '26110729': -1, '280120513': -1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 1, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 1, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
25260.0, {'247379907': -6, '252017285': -2, '256201389': 1, '26110729': -1, '280120513': -1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 6, '252017285': 2, '256201389': 0, '26110729': 1, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 6, '252017285': 2, '256201389': 0, '26110729': 1, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
25270.0, {'247379907': -4, '252017285': -3, '256201389': 0, '26110729': -3, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 3, '252017285': 3, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 5, '252017285': 3, '256201389': 0, '26110729': 3, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
25280.0, {'247379907': 2, '252017285': -4, '256201389': 0, '26110729': -8, '280120513': 0, '32319828': 0, '62426694': -2, 'cluster_1098574052_1098574061_247379905': -1}, {'247379907': 3, '252017285': 6, '256201389': 0, '26110729': 4, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 3, '252017285': 6, '256201389': 0, '26110729': 8, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 1}, 
25290.0, {'247379907': 2, '252017285': -2, '256201389': 0, '26110729': -9, '280120513': 0, '32319828': 0, '62426694': -2, 'cluster_1098574052_1098574061_247379905': -1}, {'247379907': 4, '252017285': 4, '256201389': 0, '26110729': 4, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 4, '252017285': 4, '256201389': 0, '26110729': 9, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 1}, 
25300.0, {'247379907': 5, '252017285': 2, '256201389': 0, '26110729': -12, '280120513': 0, '32319828': 0, '62426694': -2, 'cluster_1098574052_1098574061_247379905': -1}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 6, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 12, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 1}, 
25310.0, {'247379907': 6, '252017285': 3, '256201389': 0, '26110729': -13, '280120513': 0, '32319828': 0, '62426694': -2, 'cluster_1098574052_1098574061_247379905': -4}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 7, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 13, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 4}, 
25320.0, {'247379907': 6, '252017285': 2, '256201389': 0, '26110729': -11, '280120513': -2, '32319828': 0, '62426694': -1, 'cluster_1098574052_1098574061_247379905': -4}, {'247379907': 4, '252017285': 1, '256201389': 0, '26110729': 7, '280120513': 2, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 4, '252017285': 1, '256201389': 0, '26110729': 13, '280120513': 2, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 4}, 
25330.0, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': -11, '280120513': -2, '32319828': 0, '62426694': -1, 'cluster_1098574052_1098574061_247379905': -5}, {'247379907': 7, '252017285': 2, '256201389': 0, '26110729': 7, '280120513': 2, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 10, '252017285': 3, '256201389': 0, '26110729': 13, '280120513': 2, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 5}, 
25340.0, {'247379907': -2, '252017285': 3, '256201389': 0, '26110729': -12, '280120513': -2, '32319828': 0, '62426694': -1, 'cluster_1098574052_1098574061_247379905': -7}, {'247379907': 7, '252017285': 2, '256201389': 0, '26110729': 7, '280120513': 2, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 12, '252017285': 4, '256201389': 0, '26110729': 14, '280120513': 2, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 7}, 
25350.0, {'247379907': 2, '252017285': 4, '256201389': 0, '26110729': -12, '280120513': -2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -8}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 7, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 8, '252017285': 0, '256201389': 0, '26110729': 14, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, 
25360.0, {'247379907': 6, '252017285': 8, '256201389': 0, '26110729': -15, '280120513': -3, '32319828': 0, '62426694': -2, 'cluster_1098574052_1098574061_247379905': -9}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 9, '280120513': 2, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 7, '252017285': 0, '256201389': 0, '26110729': 17, '280120513': 3, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 9}, 
25370.0, {'247379907': 8, '252017285': 2, '256201389': 0, '26110729': -18, '280120513': -5, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': -3}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 9, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 8, '252017285': 0, '256201389': 0, '26110729': 20, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 3}, 
25380.0, {'247379907': 10, '252017285': 4, '256201389': 0, '26110729': -20, '280120513': -6, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': -5}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 10, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 8, '252017285': 0, '256201389': 0, '26110729': 22, '280120513': 6, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 5}, 
25390.0, {'247379907': 8, '252017285': 4, '256201389': 0, '26110729': -20, '280120513': -8, '32319828': 1, '62426694': 6, 'cluster_1098574052_1098574061_247379905': -6}, {'247379907': 8, '252017285': 1, '256201389': 0, '26110729': 10, '280120513': 6, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 10, '252017285': 1, '256201389': 0, '26110729': 22, '280120513': 8, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, 
25400.0, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': -11, '280120513': -8, '32319828': 1, '62426694': 6, 'cluster_1098574052_1098574061_247379905': -4}, {'247379907': 9, '252017285': 2, '256201389': 0, '26110729': 9, '280120513': 6, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 11, '252017285': 3, '256201389': 0, '26110729': 13, '280120513': 8, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, 
25410.0, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': -13, '280120513': -9, '32319828': 1, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 9, '252017285': 2, '256201389': 0, '26110729': 9, '280120513': 7, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 11, '252017285': 3, '256201389': 0, '26110729': 15, '280120513': 9, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 2}, 
25420.0, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': -13, '280120513': -9, '32319828': -2, '62426694': 5, 'cluster_1098574052_1098574061_247379905': -3}, {'247379907': 9, '252017285': 2, '256201389': 0, '26110729': 9, '280120513': 7, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 11, '252017285': 2, '256201389': 0, '26110729': 15, '280120513': 9, '32319828': 2, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 3}, 
25430.0, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': -13, '280120513': -9, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': -2}, {'247379907': 10, '252017285': 1, '256201389': 0, '26110729': 9, '280120513': 7, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 12, '252017285': 1, '256201389': 0, '26110729': 15, '280120513': 9, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, 
25440.0, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': -13, '280120513': -10, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': -2}, {'247379907': 10, '252017285': 1, '256201389': 0, '26110729': 9, '280120513': 7, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 12, '252017285': 1, '256201389': 0, '26110729': 15, '280120513': 10, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, 
25450.0, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': -13, '280120513': -10, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': -2}, {'247379907': 10, '252017285': 1, '256201389': 0, '26110729': 9, '280120513': 7, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 13, '252017285': 1, '256201389': 0, '26110729': 15, '280120513': 10, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, 
25460.0, {'247379907': -1, '252017285': 0, '256201389': 0, '26110729': -11, '280120513': -13, '32319828': 0, '62426694': 10, 'cluster_1098574052_1098574061_247379905': -2}, {'247379907': 11, '252017285': 2, '256201389': 0, '26110729': 9, '280120513': 8, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 14, '252017285': 2, '256201389': 0, '26110729': 15, '280120513': 13, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, 
25470.0, {'247379907': -1, '252017285': -1, '256201389': 0, '26110729': -11, '280120513': -13, '32319828': -1, '62426694': 11, 'cluster_1098574052_1098574061_247379905': -2}, {'247379907': 11, '252017285': 3, '256201389': 0, '26110729': 9, '280120513': 8, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 14, '252017285': 3, '256201389': 0, '26110729': 15, '280120513': 13, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, 
25480.0, {'247379907': -2, '252017285': -1, '256201389': 0, '26110729': -12, '280120513': -13, '32319828': 0, '62426694': 11, 'cluster_1098574052_1098574061_247379905': -2}, {'247379907': 12, '252017285': 3, '256201389': 0, '26110729': 9, '280120513': 8, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 15, '252017285': 3, '256201389': 0, '26110729': 16, '280120513': 13, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, 
